类别,文本
科技,C919大飞机藏着满满中国式浪漫 一图了解→
科技,黄仁勋最新演讲全文：分享创业的三个故事
科技,把广告牌识别为真人后刹停 理想客服回应：具体原因需做分析诊断
科技,“只想好好吃个饭，为啥非要我扫码点餐？”
科技,爱奇艺CEO龚宇：正为赴港二次上市制定技术细节，公司渴望吸引新的投资者
科技,C919商业首飞，中国大飞机事业的历史性一刻
科技,马斯克：多年前我还在笑话比亚迪，现在他们的汽车极具竞争力
科技,华为余承东：我喜欢做产品、不喜欢吹牛打广告
科技,重磅！国产大飞机C919商业航班今天首飞，内部细节曝光：经济舱156座，餐食叫“五福临门”
科技,余承东：没水平的人才打价格战 靠低价的车企很难走远
科技,已有将近260家企业加入openGauss社区
科技,从立项到载客飞行 国产大飞机发展大事记
科技,核电产业暖春归来：新项目核准重回正轨，制造订单再现高峰
科技,国产大飞机来了！C919今天开启首次商业载客飞行
科技,经济日报：防范“换脸”诈骗需多管齐下
科技,中关村论坛专家热议：中国式现代化需要更多新型实体企业
科技,近千份监测数据反映活动规律 四川卧龙首次拍到白色大熊猫正脸
科技,“研学热”背后：研学市场如何规范发展？
科技,AITO问界第10万辆量产车下线 赛力斯董事长张兴海：年内发布全新平台和旗舰车型
科技,欧盟官员：推特退出《反虚假信息行为准则》也无法逃避监管
科技,iOS版ChatGPT应用下载量已突破50万次
科技,联想集团交年度答卷：可持续的高质量发展
科技,收购动视暴雪在英国遇阻，微软列出上诉理由
科技,拼多多高管解读2023年Q1财报：行业竞争能激励快速迭代 将继续加码补贴
科技,魏建军把王传福架在了火上
科技,嘉楠科技：一季度营收3.793亿元，近期获1.1万台矿机订单
科技,ChatGPT风靡背后：被封号、被骗、被割韭菜
科技,拼多多一季度营收376.4亿，同比增长58.2%
科技,拼多多第一季度研发开支25.1亿元 同比下滑6%
科技,拼多多第一季度在线营销服务及其他服务营收272.4亿元 同比增长50%
科技,拼多多第一季度来自交易服务营收103.9亿元 同比增长86%
科技,拼多多2023年第一季度营收376.4亿元 Non-GAAP净利润101.3亿元
科技,马斯克：特斯拉可能会开放部分源代码 苹果谷歌成潜在对手
科技,经历“阵痛”的小鹏汽车，二季度有“止痛药”吗？
科技,“COLMO双洗站”官宣发布，如何让居家清洁“不打补丁”？
科技,印度制造不香了？苹果代工厂纬创宣布退出：利润低没钱赚
科技,品类热度居高不下，2023年投影仪销量有望达到557万台
科技,华为海思加持 业界首款6G内存！当贝F6图赏
科技,夏培肃：从零开始，奠基中国电子计算机事业
科技,云知声发布“山海”通用大模型 CEO黄伟：AI能力进入2.0时代
科技,GPD WIN Max 2 2023 掌上游戏本预售：可选 R7 7840U + 64GB 内存
科技,IDC：去年全球电动车市场接近 1100 万辆，国内市场接近 700 万辆
科技,美的发布人因智能系统 携手用户共创全屋智能新图景
科技,阿里陷入裁员罗生门，杭州楼市不淡定，看房的买家跟着犹豫了
科技,解密黑科技 华为Mate X3、华为P60系列最强双旗舰研发历程
科技,“奶茶届祖师爷”被曝连续关店 谁还记得许留山？
科技,李彦宏：10年后全世界有50%的工作会是提示词工程，百度要做第一个把全部产品重做一遍的公司
科技,“神奇”不再，58同城裁员自救？
科技,网约配送员与平台是否存在劳动关系？典型案例释法：不足以认定
科技,小米2023年Q1财报解读：规模与利润并重，一季度实现盈利反弹
科技,两家巨头，“携手”下跌！新能源赛道，再度调整！C919商业首航，来了
科技,云知声宣布推出山海大模型，CEO黄伟：年内通用能力比肩ChatGPT
科技,李彦宏：大模型将催生AI原生应用，百度要做那个第一
科技,医联发布国内首款医疗大语言模型MedGPT
科技,马斯克公司首获美监管机构批准 可开展人脑芯片植入试验
科技,特斯拉车顶维权女车主两个诉讼请求被法院驳回
科技,比尔·盖茨：到2024年，大流行将造成超14万亿美元经济损失
科技,李想：最近出现有组织的黑理想汽车，因为大量使用中国本土供应商
科技,OpenAI重申AI监管决心 豪掷百万美元求人工智能治理方案
科技,“杀敌一千自损八百”，长城怒怼比亚迪，股价双双下跌
科技,李彦宏：机器变不成人，也没有必要变成人
科技,李彦宏：10年后全球50%的工作将会是提示词工程
科技,马斯克的脑机公司离“圆梦”又进一步！获得FDA人体试验批准
科技,李彦宏：生成式AI将带来“提示词”革命
科技,AI不实消息导致一厂商股价闪崩 百度李彦宏回应：可能被人曲解引用
科技,千元神机！荣耀X50首发骁龙6 Gen1：一亿像素加持
科技,雅万高铁是合作共赢之路
科技,我市科技型企业培育认定业务培训受热捧
科技,重庆梁平：体验科技成果 感受科学魅力
科技,国际最新研究：陨石或地球44亿年前火山爆发可能促进生命起源
科技,这家油茶基地为何大旱之年仍稳产？
科技,王者荣耀体验服爆料，打野骂骂咧咧，中单法师狂喜
科技,北京家庭新能源小客车指标配置结果公布 最低60分入围
科技,固态硬盘跌至“白菜价”：1T容量不过四五百元，存储行业拐点降至？
科技,李彦宏：大模型改变人工智能，也将改变世界
科技,2023年小鹏汽车全球合作伙伴大会举办 美的威灵汽车部件荣膺“技术贡献奖”
科技,父亲手机满屏求职信息 看哭女儿：本人回应已找到新工作 网友送祝福
科技,李想下场参与长城汽车和比亚迪“骂战”：理想L系列高压油箱系本土供应商提供
科技,微软给Windows安排了“新工作”
科技,盛凌电子IPO：夫妻反目对簿公堂，对赌协议尚未了结
科技,李彦宏回应“生成式AI不实消息”：不清楚 文心一言还在内测
科技,“小作文”引发股价闪崩，什么是科大讯飞真正的商业难题？
科技,2022年度上海科技奖颁发：赵东元获科技功臣奖，张文宏团队摘得特等奖
科技,快控科技完成Pre-A轮融资 由深圳担保集团投资
科技,三千微尘，困在拼多多
科技,光库科技：公司具备开发800Gbps及以上铌酸锂调制器芯片的关键能力
科技,张文宏团队的抗疫“金句爆款”科普，今荣膺2022年度科学技术普及特等奖
科技,教育部部署开展“2023高考护航行动”
科技,公安部交管局：全力保障高考考生安全及时应考
科技,长城举报比亚迪，阳谋还是诡计？
科技,中兴通讯发布2022年度可持续发展报告：以数智创新塑造可持续未来
科技,科大讯飞杠上百度：两列狂飙的AI大模型火车，撞了
科技,7天欲赚300万，天涯直播众筹续命钱
科技,傍上雷军、薇娅的德尔玛，撕不掉“代工”的标签
科技,五月天演唱会29名倒票人员被处理！开售日，5秒30万张门票秒空......
科技,50万人齐聚光伏大Party，企业家们吐槽：行业标准？一塌糊涂！
科技,长城汽车举报比亚迪：新老王者之争
科技,苹果新专利获批：数字表冠变“摇杆”，可朝多个方向移动实现交互
科技,完美日记连续五季营收下滑，为何卷不动了？
科技,马斯克的公司称已获美监管机构批准进行人类大脑植入物试验
科技,一季度垃圾短信投诉5万件 官方揭秘：主要是这10家公司发的
科技,魅族为老机型推出“电池一口价”服务，售 99 元-159 元
科技,限制“老头乐”上路政策引关注 “老头乐”究竟该去还是留？
科技,马斯克脑机接口公司Neuralink：首次人体临床试验获FDA批准
科技,针对“五月天”演唱会，北京警方已依法打击处理倒票人员29名
科技,华为P60 Pro 手机新增 12GB+256GB 版本，售 6488 元
科技,汽车界“BAT”取代“蔚小理”意味着什么
科技,像画卷一样展开，苹果新柔性屏 iPhone 专利曝光
科技,00后养宠：每月2千“营养费”，一天5种保健品
科技,家电企业纷纷布局的新能源赛道，是利润增长的第二曲线吗？
科技,台积电据悉洽商从德国政府获得相当于工厂造价一半的建厂补贴
科技,消息称苹果 iPhone 15 系列首推 Qi2 无线充电，取消 MFi 限制、最高 15W
科技,美的、小米代工厂雪祺电气IPO:前实控人未缴股转所得税，境外股东最终身份存疑
科技,贝尔金推出 BoostCharge Pro 移动电源：嵌入 MagSafe 充电器，售价 99.99 美元
科技,已在 40 多个国家和地区上线，OpenAI 将在更多市场推出官方版 ChatGPT
科技,有需求赶紧买！SSD和内存已经开始涨价了
科技,苹果官翻M2版Mac mini开售：3819元 不划算
科技,促汽车消费政策接力出台市场潜能进一步释放
科技,Win11终于可以查WiFi密码了
科技,AI能力翻倍 英伟达推出最新驱动532.03
科技,微软背刺索尼：提前曝光12款游戏大作
科技,100%纯国产显卡挑战3A游戏 测试结果有点惊喜
科技,到底是不是鸡肋 华硕双屏笔记本副屏实际体验
科技,热门中概股周四多数下跌 量子之歌跌超41% 网易有道跌超14% 小鹏汽车跌超7%
科技,vivo TWS Air Pro官宣 vivo首款半入耳主动降噪耳机
科技,不薅血亏！荣耀手机推出免费贴膜活动 换屏最低打3折
科技,马斯克吹了三年的锂电之光4680：竟然还不如普通电池！
科技,美团高管解读财报：营销支出可能会增长 内部团队正打造自研基础模型及相关应用
科技,全世界的Surface Pro X：摄像头同时挂了
科技,史上最大涨幅！康宁：所有玻璃基板提价20%
科技,李想确认理想全系配备高压油箱：当时专家不理解 被黑了好久
科技,Nothing Phone（2）手机确认将于 7 月上市，搭载骁龙 8+ Gen 1 处理器
科技,千呼万唤始出来 PS5 Pro主机终于看到希望了
科技,微软、高通联手！Windows和安卓要杀死32位APP
科技,网易高管解读财报：游戏业暂未受宏观消费疲软影响 大模型领域场景是最关键
科技,iOS 17更新内容少！原来苹果把心思放在这了
科技,荣耀 X50 及 Magic V2 手机入网，消息称后者提供骁龙 8+/8 Gen2 版本
科技,AI火爆推动英伟达股价飙升30% 市值接近1万亿美元
科技,6000万像素！徕卡全画幅便携定焦相机Q3发布上市：50800元
科技,TikTok据悉正测试AI聊天机器人“Tako”，可帮助用户发现短视频内容
科技,阿里巴巴回应网传裁员：谣言！今年六大业务集团总计需新招15000人
科技,联想发布YOGA Book 9i双屏笔记本 还与高迪巴特罗之家跨界合作
科技,一图看懂网易2023年Q1财报：Non-GAAP净利润76亿元 研发投入37亿元
科技,荔枝第一季度营收6.3亿元 同比增长22%
科技,网易：有道第一季度营收12亿元，同比下滑3.1%
科技,网易云音乐第一季度营收20亿元，同比下滑5.2%
科技,网易游戏及相关增值服务第一季度营收201亿元，同比增7.6%
科技,美团第一季度新业务收入157亿元 同比增长30.1%
科技,美团第一季度核心本地商业收入429亿元 同比增长25.5%
科技,小米Civi 3发布：首发天玑8200-Ultra处理器 售价2499元起
科技,美团2023年第一季度营收586.2亿元 调整后净利润54.9亿元
科技,网易第一季度营收250亿元 同比增长6.3%
科技,柔光知冷暖 照亮你我tā vivo S17系列定档5月31日发布
科技,长城想学格力干掉比亚迪？
科技,超过16亿！收入的一半以上用于做营销，大麦植发IPO靠什么呢？
科技,小米Civi 3快速上手|78度美人镜 低畸变还原你的美
科技,Grab联合创始人陈惠玲将卸任业务职位，仍担任公司顾问
科技,BOSS直聘交“季度考卷”：招聘业的春天来了吗？
科技,松下电器总裁：将一如既往发展在华业务，中国是高度优先的市场
科技,董明珠将失去的，不只是格力手机
科技,这届618，大厂互抄作业
科技,理想智驾提速：感知换帅，芯片提速，高层赴美招人
科技,小米玩不起AI大模型
科技,直播PK喝酒、喝豆油、狂吃食物……病态直播何时休？
科技,两败俱伤？长城汽车举报比亚迪后双方股价均跳水
科技,比亚迪高管回怼长城：挡别人的路 不会让自己行得更远！
科技,影像表现给力 续航时间持久 三星Galaxy A54 5G评测
科技,你怎么看？统计称上海人能挣钱更能花钱 全国北京人赚的钱最耐花
科技,小米财报：一季度库存水位降至近9个季度新低
科技,阿里研究员吴翰清离职，投身AI短视频创业
科技,富士发布全新远程相机控制应用 FUJIFILM XApp，解决原版难以连接问题
科技,比亚迪回应被长城汽车举报：保留法务诉讼的权力
科技,高性价高颜值轻薄本代表作！华硕无畏15 2023 4299元首发抢购中
科技,做核磁共振，千万不能带枪
科技,中国刷新世界纪录！全球超高海拔单机容量最大风电机组成功吊装
科技,太夸张了！带主动降噪和空间音频的头戴耳机卷到了199元
科技,“大家都在抢我们的芯片！”英伟达发布强劲财报，股价飙升至历史新高
科技,百度网盘超级会员年卡178元 再送一会员季卡（3月卡）
科技,长城当起汽车质检员：举报比亚迪部分车型污染物排放不达标
科技,TrendForce：全球 DRAM 产业 Q1 营收环比下降 21.2%，连续三个季度衰退
科技,老人遛狗不牵绳还将猫踢飞 网友吵翻：这是在保护猫 你怎么看？
科技,三连跌无望 新一轮油价调整月底开启：预计微涨0.05元/升
科技,尼康 Z8 旗舰相机今日开售：单机身 27999 元，MB-N12 电池匣 2799 元
科技,消失70多年 一度被认为灭绝：广西发现珍稀植物巨型蜘蛛抱蛋
科技,魅族 20 PRO 手机京东 20 周年纪念款发布：曙光银顶配、印有特殊 Logo，4799 元
科技,Reno 交融了 Find，年轻也遇见了优雅
科技,升级家居美学，从扫地机器人开始
科技,蔚来将于 7 月交付 150kwh 固态电池包：续航达 930 公里，可按月租赁
科技,国外玩家吐槽PS发布会拉跨：是不是最差的一届？
科技,苹果国内开卖M2版Mac mini翻新机：3819元起 比全新还贵！
科技,vivo全球首款！vivo TWS Air Pro半入耳主动降噪耳机官宣
科技,文石推出京东 20 周年纪念款 BOOX Tab10 C 快刷彩墨平板，到手价 4189 元
科技,长城汽车：举报比亚迪一事后续会对整体事件做解释
科技,长城汽车举报比亚迪两款车型涉嫌排放不达标，称密切关注立案及处理进展
科技,遭长城汽车举报 比亚迪AH股短线跳水 公司回应来了
科技,百度宣布百家号即将升级，何俊杰：Personal AI时代，让AI人人可用
科技,京东变天，许冉能否实现“二次跳跃”？
科技,百度何俊杰：AIGC带来内容生产“寒武纪”大爆炸
科技,新能源“下沉”，打不起“价格战”
科技,Reno10 Pro+超光影人像体验
科技,曝vivo S17全系标配1.5K曲面屏 搭载天玑8200芯片
科技,千万不要长期喝奶茶引热议：一杯就可能糖分过量 易致肥胖
科技,清楚掌握自己的刷牙情况 可视化电动牙刷 Y10 首发
科技,李小龙谈手机内卷：不希望变噱头 哪里搞不定华为去搞定
科技,OpenAI关闭1.75亿美元创投基金，拟募集第二只基金
科技,京东方总裁高文宝博士：BOE的使命赋能千行万业
科技,1499元起！华为畅享60 Pro今日首销：千元机做出旗舰质感
科技,纯电续航930公里！蔚来150kWh电池包7月上线
科技,华为李小龙：北斗消息从0到1做出来很难 其他厂家想跟随就很容易
科技,百度何俊杰：AIGC的创新是颠覆式的，我们需要超前点播
科技,2599元！OPPO Pad 2新版开启预售：生产力/续航/性能全拉满
科技,中山市钰华电器有限公司伪造能效标识被处罚
科技,iOS 17要来了！WWDC23正式官宣
科技,荣耀90系列屏幕细节曝光：首发3840Hz超高频调光
科技,传爱奇艺VR业务陷入困局，子公司将裁员约50%
科技,高校国际科技合作能力提升工作坊启动报名
科技,章泽天再次为京东站台 现身戛纳萧邦晚宴助力时尚奢侈品业务招商
科技,NIVIDIA游戏业务远超预期：RTX 40不愁卖 高价不是问题
科技,vivo S17系列官宣：1.5K双曲屏、2160Hz高频调光
科技,“源氏模拟器”出续作，赛博朋克砍杀游戏《幽灵行者 2》首支预告片公布
科技,复兴大街跨石津干渠右幅辅道钢桁架梁落梁成功
科技,vivo S17 手机开启预约：1.5K超视网膜屏，后置全新智慧柔光环
科技,大渡口公安：启动生态文明建设突出交通违法专项整治行动
科技,全新宝马5系发布：内饰、科技大升级 看眼后视镜就能自动变道
科技,济宁一家上榜！2023年山东省省级技术转移服务机构备案名单公布
科技,NIVIDIA游戏业务远超预期：RTX 40不愁卖 高价不是问题
科技,iOS 17曝光：改进锁屏界面，变成家居智能屏幕
科技,比亚迪 2023 款元 Pro 车型 5 月 31 日上市，预售 9.98 万元起
科技,“教科书式”自救，3分钟火场逃生
科技,OPPO Reno10系列正式发布 京东618以旧换新购机至高补贴1200元
科技,百公里油耗仅仅7.4升！依维柯聚星正式上市：13.68万元起
科技,谷歌开源 Rust Crate 审查结果：便于 Rust 开发者验证源码安全
科技,谷歌 Google Play Games PC 版 Beta 扩展到欧洲和新西兰：支持 Win11/10 电脑玩安卓手游
科技,金智教育再遭交易所质疑，旗下APP违法收集用户信息被查
科技,抖音外卖“熄火”：团购履约难，3城市日均仅卖10万单
科技,百瓦快充普及，这几款手机没有电量焦虑
科技,章泽天晒出戛纳与萧邦联合总裁合照，再为京东时尚奢侈品业务站台
科技,积极推动R290环保冷媒替代，GMCC美芝助力中国家电绿色升级
科技,孙燕姿回应“AI孙燕姿”走红：有什么好争的
科技,让骁龙888征服《原神》！华为MatePad Air首销：2799元起
科技,入门即高配！比亚迪宋Pro DM-i冠军版今日上市：纯电续航再提升
科技,发展人工智能须兼顾安全底线和赶超意识
科技,美国一电信企业发送超75亿次骚扰电话 政府怒而起诉
科技,老人按摩后紧急送医 只因过度使用这个“神器”
科技,亚朵酒店，劝退“中产”
科技,杨元庆：联想集团年末结余3.66亿美元，现金流健康稳定
科技,杨元庆谈手机业务：第三代折叠手机预计销量翻番
科技,文心一言回应“生成式AI散布不实消息”：将采取法律措施
科技,小杨哥否认“入淘”，但抖音的危机或许才刚开始
科技,小米高管解读财报：在内存方面一直有储备，考虑通过投资拥抱大模型
科技,阿里云裁员：告别集团大锅饭 酝酿降本增效赶紧上市
科技,亚马逊AWS匆忙推生成式AI工具 被指尚不成熟
科技,中国的OpenAI，藏在这几栋楼里
科技,美政府敦促最高法院：驳回苹果高通的专利侵权案上诉
科技,第一公民银行解雇了500名硅谷银行前员工
科技,18888元求购一张票，五月天演唱会“黄牛”票价又涨回去了？
科技,Meta再次大规模裁员：主要瞄准非工程岗位，员工数已降至前年年中水平
科技,造车新势力，别高估谁，也别低估谁
科技,OpenAI CEO：如果满足不了欧盟AI监管，我们会考虑离开
科技,发射两小时前出故障，韩国“世界”号发射再推迟
科技,虚拟电厂概念股活跃 多家电企披露相关业务进展
科技,世纪互联第一季度营收18.1亿元 净利润同比下降9%
科技,因禁售美光报复中国？美国的双标“尬”住了自己
科技,基本盘难保、“炒币”亏损，美图从神坛跌落
科技,爱奇艺：正为赴港二次上市制定技术细节
科技,Snowflake第一财季营收6.236亿美元 净亏损同比扩大
科技,英伟达第一财季营收71.92亿美元 净利润同比增长26%
科技,鼓励发放购车消费券 多措并举推动新能源汽车下乡
科技,记者调查：ChatGPT风口下的灰色“生意经”
科技,微软发布 Win11 22621.1778 更新（KB5026446），支持蓝牙低功耗 LE 音频
科技,对标 Edge，Opera 浏览器推出集成 ChatGPT 的 AI 侧边栏
科技,古尔曼称苹果在 iOS 17 中改进锁屏界面，可将 iPhone 变成智能屏幕
科技,罗技推出 Logi Dock Flex 扩展坞：8 英寸屏幕，售价 699 美元
科技,消息称 Meta 启动最后一轮裁员，约 6000 人受影响
科技,微信公众平台：公众号商业合作营销内容在 6 月 30 日后应通过腾讯官方广告平台发布
科技,微软 Surface Pro X 平板电脑摄像头突然失灵，用户发现神奇解决办法
科技,惠普上架新款暗影精灵 9 锐龙版笔记本：R7 7840H + RTX 4060，6799 元
科技,集邦咨询称苹果首款头显今年出货量低于 10 万台
科技,马斯克：AI 是一把“双刃剑”，具有控制人类的潜力
科技,索尼 APS-C 相机 A6700 新爆料：支持 6K30p 录制，1999 美元
科技,苹果海外上架翻新款 M2 Mac mini：509 美元起比新机低 90 美元，但依然比教育商店更贵
科技,古尔曼称 iOS 17 将重点改进钱包、Find My、SharePlay 和 AirPlay 等功能
科技,支持 Find My 定位，苹果美国官网上架 Travel Mug 2+ 旅行杯：售价 199.95 美元
科技,明年 7 月生效，美国明尼苏达州州长签署维修法案：涵盖 iPhone 等各种电子设备
科技,买空气净化器还不知道这点？小心甲醛中毒
科技,《刺客信条：幻景》10月12日发售：预售已开启
科技,苹果WWDC前瞻：iOS 17要来 部分机型会被淘汰
科技,黑人女玩家谈《Forspoken》差评如潮：种族主义者的偏见
科技,闲鱼不能没有二手贩子 职业卖家也玩“舔狗送的”
科技,索尼宣布串流掌机
科技,中国PC市场现状：华为逆袭成第二、戴尔暴跌近50% 称要停用中国造芯片
科技,喜大普奔！Win11支持应用程序云备份了：装机后一键恢复到本地
科技,真我GT Neo6曝光：骁龙8 Gen2直屏旗舰 无塑料支架
科技,做好持久战准备！小米自研芯片决心不动摇：盘点小米造芯之路
科技,苹果公布2022年度最新供应商名单：13家中国厂商被踢
科技,掌趣科技2022年年报点评：营收连年下滑，加强研发谋转型前途未卜
科技,小米Civi3发布会不止手机？官方：还有这三款米家好物
科技,荣耀实测102台OLED手机屏幕！荣耀90频闪控制无敌了
科技,大动作！曝星纪魅族和极星中国将整合 将组建合资公司
科技,一改高冷形象！特斯拉哭诉：造谣一张嘴 辟谣跑断腿
科技,三星Watch6智能手表渲染图曝光 确认旋转表盘回归
科技,OPPO Reno10系列区别在哪？我们挖出了这些细节
科技,索尼电影感影像手机Xperia 1 V 亮相Sony Expo 2023
科技,质感十足 iQOO Neo8 Pro首次采用创新皮革新肌理工艺
科技,Shokz韶音宣布续约基普乔格为大中华区代言人
科技,中关村论坛开幕前沿科技成果亮点纷呈
科技,欧盟追讨苹果公司130亿欧元税款
科技,上夜班 对男性的健康危害要大于女性
科技,小米高管解读财报：不会像OpenAI那样去做通用大模型 会坚定不移地投资芯片
科技,马斯克：AI是一把“双刃剑” 具有控制人类的潜力
科技,三星发布玄龙骑士系列新显示器 带鱼屏OLED/miniLED齐亮相
科技,马斯克：Twitter大规模裁员之前 许多员工在“摸鱼”
科技,外星文明六年后将给地球回信息？
科技,马斯克最新深度采访：我一年只休三天，7000字聊透九大热点
科技,消息称Meta启动最后一轮裁员 约6000人受影响
科技,营收大跌45.9% 小鹏汽车1季度财报公布 CEO放豪言：G6将成爆款
科技,Boss直聘第一季度营收12.8亿元 同比增长12.3%
科技,一图看懂小米2023年Q1财报：经调整净利润同比增长13.1% 研发支出41亿元
科技,未来，每一只灯泡都在观察与学习
科技,3000万元用户返现无法到账，爱奇艺VR业务陷入困局
科技,小鹏汽车第一季度营收40.3亿元 Non-GAAP净亏损22亿元
科技,小米：全球MIUI月活达5.95亿，米家APP月活增至7810万台
科技,小米一季度互联网服务收入70亿元，同比下滑1.2%
科技,小米：4月正式组建AI实验室大模型团队，目前AI领域人员超1200人
科技,小米一季度IoT与生活消费产品收入168亿元，同比下滑13.6%
科技,小米一季度全球智能手机出货量3040万台，同比下滑13.3%
科技,小米2023年第一季度营收595亿元 经调整净利润32亿元
科技,知乎：2023年Q1营收9.94亿，同比增长33.8%
科技,知乎第一季度营收9.94亿元，同比增长33.8%
科技,同程旅行发布2023年Q1财报：营收25.9亿元，同比增长50.5%
科技,华为李小龙揭秘华为Mate X3、P60系列的“畅销密码”
科技,OPPO Reno 10系列: 从1到10 持续发光
科技,杨元庆：个人PC市场调整已近尾声，智能设备市场下半年回稳
科技,对话酷开创新硬件事业部负责人俞发兴——未来将针对不同人群、不同场景定制场景化投影
科技,《2023年第一季度政务微博影响力报告》发布
科技,特斯拉的两大谜团：马斯克继任者是谁？下一个工厂在何处？
科技,科大讯飞回应出现重大风险至股价大幅下跌：谣言！系某生成式AI散布不实消息导致
科技,《智能时代》第3集：Ai的突围
科技,“迪丽热巴”“杨幂”直播卖货？盗脸主播不要“脸”还很危险
科技,网购“顺手买1件”，是优惠还是套路？
科技,江铃汽车：江铃重汽已暂停生产和销售，公司坚定新能源转型
科技,网聊10分钟被骗430万，AI 换脸拟声骗术正入侵我们生活
科技,阿里开启闪电裁员，波及多个业务，员工：赔偿N+3，会持续到月底
科技,小米Civi 3自拍样张出炉：没有畸变、准确还原美貌
科技,佳能 RF 系列首款“饼干”镜头 RF28mm F2.8 STM 发布，国行价 2199 元
科技,数字认证与领天英才签署全面合作协议
科技,特斯拉 Powerwall 3 功率达 11.5 kW，相比上一代提升近 20%
科技,甄子丹出演苹果广告：叶师傅 切他中路！
科技,102台手机实测！荣耀90首发3840Hz调光百里挑一
科技,脾气真大！一特斯拉插队未遂现场报复：直接加速撞车
科技,一颗4毛钱 高档独立包装！怡浓黑巧巧克力大促：35元到手
科技,顶级存储配置下放，小米 Civi 3 手机官宣配备 16GB+1TB 组合
科技,99包邮手慢无！匹克路威篮球鞋2折清仓（门店469元）
科技,联想集团公布年报：营收4240亿元，净利润129亿元
科技,4499元入门神机！佳能EOS R100发布：系列最轻便
科技,佳能入门级 APS-C 画幅专微相机 EOS R100 发布：系列最小巧款，套机国行价 4499 元
科技,联想集团：2023财年第四季度营收126.35亿美元
科技,《原神》3.7版本正式上线！原神首个卡牌赛事登场
科技,双芯人像，所爱跃然眼前，OPPO Reno10 系列全系标配超光影长焦
科技,隔壁电动车充电时起火 比亚迪车主“冒火救车”
科技,苹果WWDC23终极“剧透”：iOS 17登场 首款头显万众期待
科技,以科学消费高效连接消费者 什么值得买成中国国际耳机展独家合作媒体
科技,336亿韩元！韩国三大运营商夸大5G网速被罚：号称20G实际800M
科技,微信PC版3.9.5更新发布：新增锁定功能实用
科技,336亿韩元！韩国三大运营商夸大5G网速被罚：号称20G实际800M
科技,三星健康月活跃用户突破 6400 万，将布局发展睡眠追踪功能
科技,潮流手机唯一！小米Civi 3用上16GB+1TB超大存储：超Pro级规格
科技,低价游太空梦破碎！维珍轨道破产 三大航空公司瓜分其资产
科技,微软发布 Edge for Business 浏览器企业专用模式
科技,微信PC版3.9.5更新发布：新增锁定功能实用
科技,网易成立新工作室 Bad Brain Games：育碧老将云集，开发虚幻 5 开放世界冒险游戏
科技,VERTU 618活动来袭，最高能薅2万的羊毛
科技,Aqara 智能窗帘电机 C3 开启预售：支持 ZigBee 协议智能联动，1319 元起
科技,打造全国首个聚焦智慧城市数字安全的科研主体 天津智慧城市数字安全研究院正式揭牌
科技,联想闫君：5大关键能力打造智能工厂新标杆
科技,27.98万起 新款奥迪Q3上市：抛弃1.4T、全新1.5T发动机装车
科技,NVIDIA即将发布Q1财报：RTX 4070拖后腿 4799不会降价
科技,轻启Vlog新视野 索尼发布新一代超广角变焦Vlog相机ZV-1 II
科技,加快推动轨道交通产业高质量发展
科技,美国正在调查特斯拉 Autopilot 技术与司机之间的互动
科技,双4G全网通！酷比魔方iPlay 50 mini平板发布：499元起 国产12nm U
科技,电竞首次入赛！杭州亚运会《DOTA2》国家集训队名单出炉：共27人
科技,叮咚买菜与家乐强强联手 共创好吃饭店味
科技,声网发布《2023音视频社交出海白皮书》
科技,峰值亮度1600nit！荣耀90全系首发3840Hz超高频PWM调光四曲屏
科技,2023年一季度商教激光投影市场数据公布 光峰科技斩获销额第一
科技,轻微交通事故APP快处 全国首批36城上线！附操作方法
科技,ChatGPT 重塑 Windows，微软王炸更新：操作系统全面接入，Bing 也能用插件了
科技,峰值亮度1600nit！荣耀90全系首发3840Hz超高频PWM调光四曲屏
科技,电竞首次入赛！杭州亚运会《DOTA2》国家集训队名单出炉：共27人
科技,【蜜粉】Mini彩妆盘，出行办公，雷柏ralemoPre 2 多模无线键盘图赏
科技,Plugable 推出 USB-C 扩展坞：免驱外接 2 台 4K 60Hz 显示器，售价 39.95 美元
科技,戴森全新吸尘机器人和空气净化风扇亮相 拓展清洁情景
科技,BOSS直聘崩了 回应：经抢修已恢复
科技,张一鸣在香港成立个人投资基金
科技,菜鸟集团宣布推出智选仓配次日达服务，承诺支付到签收次日达
科技,3999元 惠普推出27寸暗影精灵电竞显示器：4K 144Hz面板
科技,2K直屏同级唯一！Redmi K60E史低价：12+256GB仅1699元
科技,官网不停运！亚马逊中国回应7月关闭应用商店：不影响业务运营
科技,小米 Civi 3 手机搭载天玑 8200-Ultra 芯片，支持第三人称射击游戏 90fps 高帧模式
科技,4 亿美元购入、5300 万美元甩手，Meta 出售 GIF 动图搜索平台 Giphy
科技,全国首套肿瘤质子放射治疗系统在同济医院应用，即将投入临床
科技,7月1日起国六b全面实施 销售：部分旧车型可降价1万
科技,聚焦科技创新 点燃科普热情 2023年全国科技活动周除了“高精尖”还“亲民”
科技,我国首座深远海浮式风电平台投产
科技,吉利也来“围攻”比亚迪 银河L7上市定档：1.5T插混能跑1300km
科技,谷歌展示新 Chrome 浏览器侧边栏：允许自定义外观
科技,今天暴雪《守望先锋》发售7周年 国服已停运4个月：你申请退款没？
科技,千呼万唤始出来！微软官宣Win11任务栏不合并将回归
科技,乐信：2023年一季度营收29.83亿元，同比增长74%
