类别,文本,分词结果,label
3,一加Fold折叠屏手机最新爆料：8月在纽约发布,一加 折叠 手机 最新 爆料 纽约 发布,0
3,荣耀耳机Earbuds X5今日首销 轻于一张A4纸佩戴舒适,荣耀 耳机 今日 首销 一张 佩戴 舒适,0
3,华硕 Chromebook 14 笔记本电脑开售：搭载 AMD Ryzen 3 7320C“Mendocino”芯片,华硕 笔记本电脑 开售 搭载 芯片,0
3,vivo暂停在德国市场销售产品 此前在德专利案败诉,暂停 德国 市场 销售 产品 此前 专利 败诉,0
3,性能可期！曝天玑9300超大核暂定最低3.0GHz,性能 天玑 超大 暂定 最低,0
3,华为发布自研分布式数据库GaussDB 启动生态发展计划,华为 发布 自研 分布式 数据库 启动 生态 发展 计划,0
3,改款特斯拉 Model 3 实车再次现身：全新前大灯确认，尾部有扩散器,改款 特斯拉 实车 现身 全新 前大灯 确认 尾部 扩散器,0
3,vivo暂停在德国市场销售产品 此前在德专利案败诉,暂停 德国 市场 销售 产品 此前 专利 败诉,0
3,一个小孔可能致发动机起火 福特汽车召回12.5万辆汽车,小孔 发动机 起火 福特 汽车 召回 万辆 汽车,0
3,AMD AI芯片MI300 Q4有望贡献2亿美元营收,芯片 有望 贡献 亿美元 营收,0
3,299元 荣耀Earbuds X5耳机开售：轻于一张A4纸,荣耀 耳机 开售 一张,0
3,Intel处理器被“切割”！无法使用macOS Sonoma部分功能,处理器 切割 功能,0
3,苹果放出 Xcode 15 Beta 1 更新：体积减半，效率翻倍,苹果 放出 更新 体积 减半 效率 翻倍,1
3,上市价 1199 元：索尼 LinkBuds 无线耳机 599 元腰斩再发车,市价 索尼 无线耳机 腰斩 发车,0
3,华为全栈自主数据库GaussDB聚焦金融场景 核心代码100%自研,华为 全栈 自主 数据库 聚焦 金融 场景 核心 代码 自研,0
3,5月黑猫投诉服饰领域红黑榜：老凤祥诱导足金换K金,黑猫 投诉 服饰 领域 红黑榜 老凤祥 诱导 足金,0
3,周鸿祎与胡欢离婚股份过户完成,周鸿祎 胡欢 离婚 股份 过户,0
3,微软 PowerPoint Web 版正改进绘图工具：支持数字标尺,微软 版正 改进 绘图 工具 支持 数字 标尺,0
3,高通骁龙8 Gen3曝光：X4超大核主频达3.7GHz 史无前例,高通 骁龙 曝光 超大 主频 史无前例,0
3,马斯克：特斯拉乐意授权Autopilot/FSD给其它厂商,马斯克 特斯拉 乐意 授权 厂商,0
3,苹果为 iOS 17 和 macOS Sonoma 引入新壁纸（附下载地址）,苹果 引入 壁纸 下载 地址,1
3,孟晚舟：数字化和智能化正重塑金融 华为将持续投入根技术研究,孟晚 数字化 智能化 重塑 金融 华为 持续 投入 技术 研究,0
3,八大购机理由加持！荣耀90系列正式开售 2499元起,八大 购机 理由 加持 荣耀 系列 正式 开售 元起,0
3,全新Logo神似丰田皇冠 郑州日产帕拉丁复活了：真的可以开进沙漠！,全新 神似 丰田 皇冠 郑州 日产 帕拉丁 复活 真的 开进 沙漠,0
3,新型量子计算机“悟空”将于下月发布 号称“中国最强”,新型 量子 计算机 悟空 发布 号称 中国 最强,2
3,Intel处理器被“切割”！无法使用macOS Sonoma部分功能,处理器 切割 功能,0
3,Coinbase回应SEC起诉：官司会一直打到最高法院！,回应 起诉 官司 最高法院,0
3,五菱缤果减配ESC、自动驻车被投诉 车主：看海鸥卖的好了才加上,菱缤果 减配 自动 驻车 投诉 车主 海鸥,0
3,比亚迪发布全新纯电大巴：车长近 19 米、可坐 140 人，能跑 470 公里,比亚迪 发布 全新 纯电 大巴 车长 公里,0
3,今日高考！家长穿“红旗袍”图好兆头：为考生加油 向未来冲刺,今日 高考 家长 旗袍 图好 兆头 考生 加油 未来 冲刺,0
3,半藏森林克隆人引争议！利用AI技术吸金的“克隆人”，会引发AI诈骗吗？,半藏 森林 克隆人 争议 利用 技术 吸金 克隆人 引发 诈骗,0
3,苹果新 iPhone 专利获批：右侧 / 顶部引入 Touch ID 指纹识别滑块按钮,苹果 专利 获批 右侧 顶部 引入 指纹识别 滑块 按钮,1
3,谁在“追捧”AI行业：岗位需求暴涨，工作一年能赚五十万？,追捧 行业 岗位 需求 暴涨 工作 一年 五十万,0
3,ChatGPT之父：目前OpenAI不会上市，要保证对AI的决策权,上市 保证 决策权,0
3,消息称一加 Fold 折叠屏手机今年 8 月在纽约发布,称一加 折叠 手机 纽约 发布,0
3,已有公司为苹果 Vision Pro 头显制作第三方皮质头带，提供多种颜色选择,已有 公司 苹果 头显 制作 第三方 皮质 头带 提供 多种 颜色 选择,1
3,最快7月7日见！全球第三大手机系统鸿蒙4.0要来了：大幅升级 更高效,最快 全球 第三 手机 系统 鸿蒙 要来 大幅 升级 高效,0
3,vivo 在德国市场暂停销售手机：与诺基亚专利案败诉，将继续上诉,德国 市场 暂停 销售 手机 诺基亚 专利 败诉 上诉,0
3,小米14系列影像细节曝光：或全系标配潜望长焦镜头,小米 系列 影像 细节 曝光 全系 标配 潜望 长焦 镜头,0
3,第二代 MagSafe 外接电池要来，iOS 17 代码发现两款配件,第二代 外接 电池 代码 发现 两款 配件,0
3,疑似iQOO 11S入网工信部：搭载鸡血版骁龙8 Gen2+200W快充,疑似 入网 工信部 搭载 鸡血 版骁龙 快充,0
3,正式分家！周鸿祎与前妻离婚股份过户完成，最新市值68亿元,正式 分家 周鸿祎 前妻 离婚 股份 过户 最新 市值 亿元,0
3,瑞昱半导体起诉联发科，称后者串通专利流氓对其进行打压,瑞昱 半导体 起诉 联发科 串通 专利 流氓 打压,0
3,恒兴科技曲折上市梦：保荐机构曾信心溃败，净利润大跌毛利率三年巨降,恒兴 科技 曲折 上市 保荐 机构 信心 溃败 净利润 大跌 毛利率 三年 巨降,0
3,苹果 iOS 17 照片应用可识别宠物：可分辨出两只不同的橘猫,苹果 照片 识别 宠物 分辨 两只,1
3,MR头显很酷，但苹果缺席了更重要的事儿,头显 很酷 苹果 缺席 事儿,1
3,大众汽车撤资，合营企业已出售，出门问问AIGC成色究竟如何？,大众汽车 撤资 合营企业 出售 出门 问问 成色,0
3,云米饮水机称一秒即热被罚,云米 饮水机 一秒,0
3,小米向印度“服软” 牵手本地有背景的企业成“护身符”？,小米 印度 服软 牵手 背景 企业 护身符,0
3,三星将在埃及制造 Galaxy 手机，新工厂年内开工,三星 埃及 制造 手机 工厂 年内 开工,0
3,新品涌入“6·18” 电商给流量也不一定能卖爆,新品 涌入 电商 流量,0
3,贾少谦：海信正式把汽车电子定为第二增长曲线之一,贾少谦 海信 正式 汽车 电子 定为 增长 曲线,0
3,IDC：一季度智能手机产业制造规模同比衰退16.3%,一季度 智能手机 产业 制造 规模 同比 衰退,0
3,这届网约车，一天接不到10单,这届 网约车 不到,0
3,苹果iOS 17适配机型名单公布：iPhone 8/X被抛弃,苹果 适配 机型 名单 公布 抛弃,1
3,AMD确认AM5用至2026年 下代锐龙采用全新架构,确认 下代锐 采用 全新 架构,0
3,英特尔PowerVia技术测试成功 为下代制程带来更强表现,英特尔 技术 测试 成功 下代 制程 带来 更强 表现,0
3,佳能618直播被指把消费者当猴耍 几万人只放5个名额,佳能 直播 消费者 当猴 几万人 只放 名额,0
3,苹果加强用户隐私保护，2020-2022 期间累计拒绝近 100 万款应用程序申请,苹果 用户 隐私 保护 期间 累计 拒绝 万款 应用程序 申请,1
3,库克称自己也在用 ChatGPT，苹果正密切关注其发展,库克 苹果 关注 发展,1
3,币圈监管风暴升级！美最大加密货币交易所Coinbase被SEC起诉,币圈 监管 风暴 升级 加密 货币 交易所 起诉,0
3,侵犯特斯拉名誉权败诉后博主拒不道歉 陶琳无奈发文,侵犯 特斯拉 名誉权 败诉 后博主拒 道歉 陶琳 无奈 发文,0
3,恒驰汽车研究院被执行4214万 涉及施工合同纠纷案等,恒驰 汽车 研究院 执行 涉及 施工 合同 纠纷案,0
3,一加Nord N30 5G悄然发布！配1.08亿像素和50W快充,一加 悄然 发布 像素 快充,0
3,特斯拉CEO马斯克称与中国就AI进行了探讨 和监管有关,特斯拉 马斯克 中国 探讨 监管,2
3,"年内已斥资超100亿，腾讯回购""不手软""！小米也动手了…",年内 斥资 腾讯 回购 手软 小米 动手,0
3,Apple Silicon 独享：基于英特尔的 Mac 电脑无法使用 macOS Sonoma 的部分功能,独享 英特尔 电脑 功能,0
3,哔哩哔哩一季度亏损收窄 B站营商环境引发讨论,哔哩 哔哩 一季度 亏损 收窄 营商 环境 引发 讨论,0
3,iOS 17 健康应用引入后续通知，提醒用户不要忘记服药,健康 引入 后续 通知 提醒 用户 忘记 服药,0
3,警惕“一元小彩票”风靡中小学校园，还未成年人以清朗空间,警惕 一元 彩票 风靡 中小学 校园 未成年人 清朗 空间,0
3,快手拿什么拯救持续下滑的广告业务?,快手 拯救 持续 下滑 广告业务,0
3,卖2.5万被吐槽暴利！苹果革命性设备MR头显成本清单曝光 定价良心？,暴利 苹果 革命性 设备 头显 成本 清单 曝光 定价 良心,1
3,苹果分享在 Vision Pro 头显中用虚拟键盘打字的体验：采用特殊设计，提供空间音效,苹果 分享 头显 中用 虚拟 键盘 打字 体验 采用 设计 提供 空间 音效,1
3,vivo V29 5G新机现身Geekbench 搭载骁龙778G Plus,新机 现身 搭载 骁龙,0
3,戴上2万5的苹果头显，我只看到了库克的焦虑,戴上 苹果 头显 库克 焦虑,1
3,iOS 17 隐藏新特性：增强 Siri 建议、呼唤 Apple Watch 等,隐藏 特性 增强 建议 呼唤,0
3,一文看懂显卡的显存容量/频率/位宽/带宽,一文 显卡 显存 容量 频率 带宽,0
3,库克治下苹果深陷创新困境，9年憋出一台卖2.5万元的头显，果链也被带崩了,库克 治下 苹果 深陷 创新 困境 一台 万元 头显 果链,1
3,vivo X Flip成竖折叠屏手机销量第一 领跑整个手机行业！,成竖 折叠 手机 销量 第一 领跑 手机 行业,0
3,小鹏找林志颖代言是不是好点子？高管回应：当然是,小鹏 林志颖 代言 点子 高管 回应,0
3,iPhone 14 Pro Max仅在第七 最新iOS设备性能排名来了,第七 最新 设备 性能 排名,0
3,苹果向所有用户免费开放 iOS 17、watchOS 10、macOS Sonoma 开发者测试版,苹果 用户 免费 开放 开发者 测试版,1
3,Apple Watch Series 6/7/8 等手表扩展支持“优化电池充电”功能,手表 扩展 支持 优化 电池 充电 功能,0
3,苹果 Vision Pro 头显融合三大交互，用户上手需一段时间适应,苹果 头显 融合 三大 交互 用户 上手 一段时间,1
3,手机越用越卡 原来是这几个原因造成的,手机 越用 越卡 几个 原因,0
3,标致3008内饰公布：颜值秒杀BBA,标致 内饰 公布 颜值 秒杀,0
3,小米王腾：苹果Vision Pro令人赞叹,小米 王腾 苹果 令人 赞叹,1
3,隔夜要闻：美股收高 零件现缺陷波音推迟787客机交付 ChatGPT之父称OpenAI不上市 美最大币圈交易所遭SEC起诉,要闻 美股 收高 零件 缺陷 波音 推迟 客机 交付 之父 上市 币圈 交易所 起诉,0
3,产品销量下滑 短期业绩承压 硅动力上会前夕撤回科创板IPO申请,产品 销量 下滑 短期 业绩 承压 动力 前夕 撤回 科创板 申请,0
3,苹果MR“空间计算”成亮点 “果链”企业何时能享红利,苹果 空间 计算 亮点 果链 企业 何时能 红利,1
3,券商跟投科创板项目超六成浮盈 17个跟投项目浮盈均超亿元,券商 投科 创板 项目 六成 浮盈 项目 浮盈均 亿元,0
3,新能源公司掀起“分拆”热：“蛋糕”做大后的必然？,新能源 公司 掀起 分拆 蛋糕 做大后,2
3,苹果CEO：Vision Pro是最先进的电子设备 正在密切关注ChatGPT,苹果 先进 电子设备 关注,1
3,Vidda入局投影大战！还没吃到这波瓜的快上车,入局 投影 大战 这波瓜 快上车,0
3,美国政府给福利！特斯拉Model 3全部车型均可享受7500美元税收抵免,美国政府 福利 特斯拉 车型 享受 美元 税收 抵免,0
3,数字加密货币交易所Coinbase被SEC起诉：违反美国证券法,数字 加密 货币 交易所 起诉 违反 美国 证券法,3
3,独家 | vivo车载协议即将大升级 支持用户通过Carplay协议使用Jovi InCar,独家 车载 协议 升级 支持 用户 协议,0
3,宁愿亏也要出售！美国商业地产贷款的雷有多大？,出售 美国 商业地产 贷款 雷有,3
3,36氪2023 Q1营收实现双位数增长，长短视频业务客单价再创新高,营收 双位数 增长 长短 视频 业务 单价 再创新高,0
3,“酱油茅”又出事了？蚝油内出现异物 海天味业业绩陷困局,酱油 出事 蚝油 异物 海天 味业 业绩 困局,0
3,挚文集团第一季度营收28.2亿元 同比下滑10.5%,挚文 集团 第一季度 营收 亿元 同比 下滑,0
3,百度智能云：文心一言高性能模式推理性能已提升50倍,百度 智能 文心 高性能 模式 推理 性能 提升,0
3,像iPhone一样划时代？苹果 Vision Pro暂时做不到,划时代 苹果 暂时 不到,1
3,终于来了，苹果首款头显Vision Pro发布，售价25000！却有个大槽点……,终于 苹果 首款 头显 发布 售价 大槽,1
3,男子车位被占装地桩包围对方车辆 做法真解气？官方：以暴制暴不可取还违法,车位 装地 包围 车辆 做法 解气 官方 以暴制暴 可取 违法,0
3,苹果Vision Pro头戴支持近视用户：需额外掏钱买插片,苹果 头戴 支持 近视 用户 额外 掏钱 插片,1
3,欧盟要求大型科技公司标记 AI 生成内容，分析称实际执行存在技术障碍,欧盟 大型 科技 公司 标记 生成 内容 分析 执行 技术 障碍,2
3,万达员工午餐时间玩手机被通报 律师：侵犯员工隐私权,万达 员工 午餐时间 手机 通报 律师 侵犯 员工 隐私权,0
3,至快0.25ms疾速响应 详解雷柏VT9S轻量化双模无线电竞游戏鼠标,至快 疾速 响应 详解 雷柏 轻量化 双模 无线电 游戏 鼠标,0
3,《暗黑破坏神4》正式发售：标准版终于能玩了,暗黑 破坏神 正式 发售 标准版 终于,0
3,同样的夏季，玻璃纯碱和而不同！,夏季 玻璃 纯碱 和而不同,0
3,前华人首富赵长鹏“翻车了”：涉嫌欺诈等13项罪名，遭美国证交所起诉,华人 首富 赵长鹏 翻车 涉嫌 欺诈 罪名 美国 证交所 起诉,3
3,399元！苹果上架70W USB-C电源适配器：从0%充至50%电量约30分钟,苹果 上架 电源适配器 充至 电量 分钟,1
3,最高折抵 6000 元，苹果 Mac Studio 等加入 Trade In 换购计划,折抵 苹果 换购 计划,1
3,中科院与腾讯申请的 AI 心理咨询专利获授权,中科院 腾讯 申请 心理咨询 专利 授权,0
3,全新大众途观现身海外！推出1.5T插电式混合车型 将于年内首发亮相,全新 大众 途观 现身 海外 推出 插电式 混合 车型 年内 首发 亮相,0
3,一条视频带你回忆高三这一年 网友感动：祝愿每位考生忙而不茫,一条 视频 回忆 高三 一年 网友 感动 祝愿 每位 考生 不茫,0
3,魅蓝Blus 2S上手评测：AI加持降噪更省心 这个“绿豆”让人心动,魅蓝 评测 加持 降噪 省心 绿豆 心动,0
3,科学家用人类胃细胞制造出胰岛素，成功治愈小鼠糖尿病,科学家 人类 细胞 制造 胰岛素 成功 治愈 小鼠 糖尿病,0
3,消息称 realme GT3 240W 手机 6 月 12 日登陆全球市场,手机 登陆 全球 市场,0
3,当红齐天宣布推出5G超清薄VR头显，张艺谋参与公司创立,当红 齐天 推出 超清薄 头显 张艺谋 参与 公司 创立,2
3,苹果iOS 17快速上手 聊聊对它的初印象,苹果 快速 聊聊 印象,1
3,视频|苹果发布Apple Vision Pro，空间计算时代已经来临？,视频 苹果 发布 空间 计算 时代 来临,1
3,燃油车新规倒计时，谁在沙滩上“捡贝壳”？,燃油 车新规 倒计时 沙滩 贝壳,0
3,2万5的苹果头显，谁买？,苹果 头显,1
3,温馨提示：热水器安装不当易伤人,温馨 提示 热水器 安装 不当 伤人,0
3,车载AI医生10分钟做完眼检查！全国首个“5G智能眼科巡诊车”启用,车载 医生 分钟 完眼 检查 全国 首个 智能 眼科 巡诊 启用,0
3,快讯 | 台积电董事长刘德音：台积电正准备增加产能以满足人工智能的需求。,快讯 台积 董事长 刘德音 台积 电正 增加 产能 人工智能 需求,0
3,不会与客户竞争！OpenAI首席执行官私下保证：不会发布ChatGPT之外的产品,客户 竞争 首席 执行官 私下 保证 发布 之外 产品,0
3,电池漏电、外壳脱落……网售儿童电动牙刷不合格率达5成,电池 漏电 外壳 脱落 网售 儿童 电动牙刷 不合格率,0
3,Gitlab(GTLB.US)Q1业绩、Q2指引、全年指引均超预期 CEO表示客户希望借助该公司的AI提高效率和生产率,业绩 指引 指引 预期 客户 希望 借助 公司 提高效率 生产率,0
3,Gitlab(GTLB.US)Q1业绩、Q2指引、全年指引均超预期 CEO表示客户希望借助该公司的AI提高效率和生产率,业绩 指引 指引 预期 客户 希望 借助 公司 提高效率 生产率,0
3,佳能相机618直播被指把消费者当猴耍,佳能 相机 直播 消费者 当猴,0
3,抄底！百度网盘超级会员年卡178元：送优酷+喜马拉雅,抄底 百度网 超级 会员 年卡 优酷 喜马拉雅,0
3,机构：预计到2027年OLED发光材料的需求量将增加到161吨,机构 预计 发光 材料 需求量 增加,0
3,云米饮水机称“一秒即热”违反广告法被罚,云米 饮水机 一秒 违反 广告法,0
3,特斯拉事故后再下赛道 林志颖成小鹏G6代言人,特斯拉 事故 赛道 林志颖 成小鹏 代言人,0
3,长城吹起反攻号角 魏牌蓝山交付首月卖出5136辆：狂挖理想L8墙角,长城 反攻 号角 魏牌 蓝山 交付 卖出 理想 墙角,0
3,张辉：技术创新赋能产业融合发展,张辉 技术创新 赋能 产业 融合 发展,0
3,圆梦凯旋｜神舟十五号乘组返回全纪实,圆梦 凯旋 神舟 十五号 乘组 返回 纪实,0
3,台积电：生成式人工智能为台积电带来更多订单,台积 生成式 人工智能 台积 带来 订单,0
3,快讯 | 台积电：扩充系统设计并与客户配合是未来的发展方向，也将提供一站式服务(ONE STOP SERVICE)。,快讯 台积 扩充 系统 设计 客户 配合 未来 发展 方向 提供 一站式 服务,0
3,2023Q1 印度 PC 报告：前五厂商跌幅均为两位数，最高 46.5%,印度 报告 前五 厂商 跌幅 两位数,0
3,ECS Liva Z5 Plus 迷你电脑发布：搭载英特尔第 13 代 Raptor Lake-U 芯片,迷你 电脑 发布 搭载 英特尔 芯片,0
3,郭明錤：ChatGPT比苹果MR头显更能改变未来,苹果 头显 改变 未来,1
3,郭明錤：ChatGPT比苹果MR头显更能改变未来,苹果 头显 改变 未来,1
3,福岛核污染水排海隧道开始注入海水：周边鱼体放射性物质超标180倍,福岛 核污染 水排 隧道 注入 海水 周边 鱼体 放射性物质 超标,0
3,川藏线一SUV逆行挡救护车生命通道 网友：自私自利的典范,川藏线 逆行 救护车 生命 通道 网友 自私自利 典范,0
3,2023 PT展｜筑算网基石 创数智未来，锐捷网络助推数智领域创新发展,筑算网 基石 创数智 未来 锐捷 网络 助推 数智 领域 创新 发展,0
3,用vivo S17 Pro拍人像是怎样的一种体验？自然感，就是高级感！,拍人 像是 一种 体验 自然 高级,0
3,不愧“苹果最佳开发者”：微软宣布旗下办公软件首发入驻Vision Pro,不愧 苹果 最佳 开发者 微软 旗下 办公 软件 首发 入驻,1
3,16G+1T 仅 2279 元 ：Redmi Note 12 Turbo 手机 6 期免息再降新低,手机 免息 新低,0
3,MNT Reform Next 笔记本电脑曝光：更轻薄，搭载瑞芯微 RK3588 芯片,笔记本电脑 曝光 轻薄 搭载 瑞芯微 芯片,0
3,奇瑞集团5月销量13.9万辆 同比增长63%,奇瑞 集团 月销量 万辆 同比 增长,0
3,坚持绿色可持续发展爱普生用行动助力世界环境日,绿色 持续 发展 爱普生 助力 世界 环境,0
3,国美控股集团法定代表人变更，刘亚楠接替陈萍,国美 控股集团 法定代表 变更 刘亚楠 接替 陈萍,0
3,半成品都不算？苹果眼镜Vision Pro有多坑,半成品 不算 苹果 眼镜,1
3,OpenAI首席执行官私下保证：不会发布ChatGPT之外的产品,首席 执行官 私下 保证 发布 之外 产品,0
3,傻傻分不清楚？教你一眼看出USB接口的版本和速率,傻傻 分不清楚 一眼 接口 版本 速率,0
3,康佳重磅发布E9G、G7系列电视新品,康佳 重磅 发布 系列 电视 新品,0
3,阿根廷中国行 花30万可让梅西敬酒、合影？官方回应,阿根廷 中国 万可 梅西 敬酒 合影 官方 回应,2
3,Snap再从巨头挖人：聘请谷歌前工程师担任工程负责人,巨头 挖人 聘请 谷歌 工程师 担任 工程 负责人,0
3,马斯克脑机接口公司Neuralink估值涨至约50亿美元,马斯克 脑机 接口 公司 估值 涨至 亿美元,2
3,苹果Vision Pro：先进到让同行绝望？,苹果 先进 同行 绝望,1
3,售价2.5万的赛博眼镜，就是苹果的下个时代？,售价 赛博 眼镜 苹果 下个 时代,1
3,售价约2.5万！苹果MR头显来了！颠覆XR行业？带来哪些投资机会？,售价 苹果 显来 颠覆 行业 带来 投资 机会,1
3,7年憋出最强头显，苹果Vision Pro一夜封神！售价2万5，M2+R1双芯，革了计算机的命,最强 头显 苹果 一夜 封神 售价 双芯 革了 计算机,1
3,苹果头显千呼万唤始出来，VR创企期待扭转融资颓势,苹果 头显 千呼万唤 创企 期待 扭转 融资 颓势,1
3,MR头显Vision Pro压轴，苹果用新系统、新硬件开启下一个十年,头显 压轴 苹果 系统 硬件 开启 十年,1
3,深夜爆了！苹果重大发布，3499美元！又一次见证历史,深夜 苹果 发布 美元 见证 历史,1
3,甘愿被演唱会掏空钱包的年轻人,甘愿 演唱会 掏空 钱包 年轻人,0
3,2万5的苹果头显来了，它会是下一个iPhone吗？,苹果 显来 它会,1
3,李宁“双打”,李宁 双打,0
3,一文读懂苹果 Vision Pro：最好最贵的头显，重新定义下一代计算,一文 读懂 苹果 最贵 头显 定义 下一代 计算,1
3,B站和UP主们，等待陈睿解决三大难题,主们 等待 陈睿 解决 三大 难题,0
3,电商博弈渐入下半场,电商 博弈 渐入 下半场,0
3,WWDC观感：扎克伯格的元宇宙冷饭，昂贵的苹果头显能炒热吗？,观感 扎克 伯格 宇宙 冷饭 昂贵 苹果 显能 炒热,1
3,英特尔收跌超4%，苹果所有电脑产品转向自研芯片,英特尔 收跌超 苹果 电脑产品 转向 自研 芯片,1
3,618的“无限游戏”：电商巨头复刻彼此,无限 游戏 电商 巨头 复刻,0
3,十年磨一镜，苹果头显Vision Pro登场！2.5万的价格背后，还有这些细节,十年 磨一镜 苹果 头显 登场 价格 背后 细节,1
3,被神话的GPT，造不出你的梦中神车,神话 造不出 神车,0
3,取代iPhone？苹果发布首款MR头显 真机首秀来了：2.5万必买？,取代 苹果 发布 首款 头显 机首 秀来 万必,1
3,独立在轨33天 状态良好：天舟五号与空间站组合体再次对接,独立 状态 天舟 五号 空间站 组合体 对接,0
3,特斯拉供应链高管跳槽至Rivian,特斯拉 供应链 高管 跳槽,0
3,英特尔抛售部分自动驾驶公司Mobileye股票，筹资约15亿美元,英特尔 抛售 自动 驾驶 公司 股票 筹资 亿美元,2
3,3分钟速看苹果WWDC23,分钟 速看 苹果,1
3,苹果首款AR眼镜卖2万5！续航2小时，近视也能用，库克：欢迎来到空间计算时代,苹果 首款 眼镜 续航 小时 近视 库克 来到 空间 计算 时代,1
3,苹果来了，AR就有救了？,苹果 有救,1
3,实用性看齐安卓？这就是iOS/iPad OS 17 苹果已推送测试版：iPhone 8、X被弃,实用性 看齐 安卓 苹果 推送 测试版 被弃,1
3,苹果macOS Sonoma系统已推送：游戏能力不输Wintel联盟,苹果 系统 推送 游戏 能力 不输 联盟,1
3,Microsoft 365 大规模宕机，超过 1.5 万用户无法使用 Outlook 邮箱,大规模 宕机 超过 用户 邮箱,0
3,科大讯飞：6 月 9 日将进一步实现星火 App 等多个产品级应用发布,科大 进一步 星火 多个 产品 发布,0
3,极氪 009 车型推送 ZEEKR OS 3.6.4 升级，新增 UWB 智能钥匙升级、家充桩即插即充,车型 推送 升级 新增 智能 钥匙 升级 充桩 即充,0
3,三星将在埃及制造 Galaxy 手机，新工厂年内开工,三星 埃及 制造 手机 工厂 年内 开工,0
3,戴森推出新款 BP03 空气净化器旗舰款：可覆盖 100 平米空间，6990 元起,戴森 推出 新款 空气 净化器 旗舰 覆盖 平米 空间 元起,0
3,Nothing Phone (2) 手机渲染图曝光，依然采用透明背板设计,手机 渲染 曝光 依然 采用 透明 背板 设计,0
3,荣耀公布摄像模组新专利，可降低尺寸、减小占用空间,荣耀 公布 摄像 模组 专利 降低 尺寸 减小 占用 空间,0
3,英特尔 PowerVia 芯片技术详解：Arrow Lake 处理器 E 核实现 6% 的性能提升,英特尔 芯片 技术 详解 处理器 性能 提升,0
3,像《钢铁侠》贾维斯！苹果Vision Pro头显完全抛弃手柄：直接手势操作,钢铁 维斯 苹果 头显 抛弃 手柄 手势 操作,1
3,24800元的苹果Vision Pro发布 一文看懂WWDC23有多硬！,苹果 发布 一文,1
3,x86时代结束了 Arm崛起：苹果只用三年就替换全部英特尔处理器,时代 结束 崛起 苹果 只用 三年 替换 英特尔 处理器,1
3,Win11原生完美运行安卓APP：取代手机,原生 完美 运行 安卓 取代 手机,0
3,为何选择微软XSX？这个原因让主机玩家无法抗拒,选择 微软 原因 主机 玩家 抗拒,0
3,微软宣布放弃Win10后果：用户反向增多了,微软 放弃 后果 用户 反向 增多,0
3,日本相机销量榜公布：尼康Z8第一名,日本 相机 销量 公布 尼康 第一名,0
3,1000亿晶体管 英特尔展示巨无霸AI芯片,晶体管 英特尔 展示 巨无霸 芯片,0
3,骁龙8 Gen2成本价曝光：1100元比苹果A16贵太多,骁龙 成本价 曝光 苹果 贵太多,1
3,iOS 17支持第三方商店：国内基本没戏,支持 第三方 商店 国内 没戏,0
3,8450米的珠峰上舍命救人 女子承诺1万美元只肯给4000美元：贵吗？,珠峰 舍命 救人 承诺 万美元 只肯 美元,0
3,Intel PowerVia背面供电测试成功！“2nm”工艺见、频率提升6％,背面 供电 测试 成功 工艺 频率 提升,0
3,1100万年后 决定性别的Y染色体将消失：人类会怎么样？,万年 决定性 染色体 消失 人类,0
3,英特尔显卡驱动更新 新增《街头霸王6》等游戏支持,英特尔 显卡 驱动 更新 新增 街头霸王 游戏 支持,0
3,台积电已启动2nm试产前置工作：今年试产近千片,台积 启动 试产 前置 工作 试产 千片,0
3,LG推出StanbyME Go便携显示器 手提箱中的27寸触摸屏,推出 便携 显示器 手提箱 触摸屏,0
3,英特尔将于9月举办Innovation峰会 或将带来14代酷睿,英特尔 举办 峰会 带来 代酷,0
3,售价逼近3万元，苹果vision Pro VR眼镜正式发布,售价 逼近 万元 苹果 眼镜 正式 发布,1
3,一文看懂WWDC23：超10款软硬件新品 令人惊叹！,一文 软硬件 新品 令人惊叹,0
3,女足队员同款配色：Reno10 Pro+暮光紫限时享1年延保,女足 队员 同款 配色 暮光 限时 延保,0
3,联想将推三款12.7英寸巨屏平板，骁龙870仅为中配,联想 三款 英寸 巨屏 平板 骁龙 仅为 中配,0
3,学习机护眼团体标准正式启动 京东推动学习机市场健康规范发展,学习机 护眼 团体 标准 正式 启动 京东 推动 学习机 市场 健康 规范 发展,0
3,苹果首款头显 Vision Pro 正式发布！它是 iPhone 之后最重要的产品,苹果 首款 头显 正式 发布 产品,1
3,Hey Siri被砍！iOS 17首个测试版发布：你升级吗？,首个 测试版 发布 升级,0
3,苹果Mac三大新品国行价格汇总：巅峰顶配9.7万元,苹果 三大 新品 国行 价格 汇总 巅峰 顶配 万元,1
3,WWDC23总结：苹果重启元宇宙,苹果 重启 宇宙,1
3,苹果Vision Pro为啥拖着一根线？网友吐槽太碍事 设计灵魂丢失,苹果 为啥 一根 网友 吐槽 碍事 设计 灵魂 丢失,1
3,真颠覆XR！苹果Vision Pro技术、体验几乎完美 但是一根线毁所有,颠覆 苹果 技术 体验 完美 一根 线毁,1
3,李楠评苹果Vision Pro：算力爆炸、交互革命 3500美元真不贵,李楠评 苹果 算力 爆炸 交互 革命 美元 真不贵,1
3,新款苹果 Mac Pro 国行售价公布，55999 元起,新款 苹果 国行 售价 公布 元起,1
